"Country","Year","Item","Value"
"Austria",2010,"Investment in Assets",2921.402221
"Austria",2010,"Loans to Agriculture",615.857333
"Austria",2010,"Foreign Investment",1.324424
"Austria",2011,"Economic Contribution",6043.940012
"Austria",2011,"Investment in Assets",3258.487358
"Austria",2011,"Loans to Agriculture",764.57382
"Austria",2012,"Economic Contribution",5521.309686
"Austria",2012,"Investment in Assets",3143.042672
"Austria",2012,"Loans to Agriculture",657.84909
"Austria",2014,"Economic Contribution",5307.226845
"Austria",2014,"Investment in Assets",2704.480394
"Austria",2014,"Loans to Agriculture",741.643902
"Austria",2014,"Foreign Investment",-1.328498
"Austria",2015,"Economic Contribution",4313.737417
"Austria",2015,"Investment in Assets",2270.858592
"Austria",2015,"Loans to Agriculture",580.041901
"Austria",2015,"Foreign Investment",-1.11
"Austria",2016,"Economic Contribution",4392.063845
"Austria",2016,"Investment in Assets",2089.752866
"Austria",2016,"Loans to Agriculture",628.294259
"Austria",2016,"Foreign Investment",-1.11
"Austria",2017,"Economic Contribution",5051.098257
"Austria",2017,"Investment in Assets",2457.124339
"Austria",2017,"Loans to Agriculture",727.514274
"Austria",2017,"Foreign Investment",-1.13
"Austria",2019,"Economic Contribution",4678.966856
"Austria",2019,"Investment in Assets",2585.829391
"Austria",2019,"Loans to Agriculture",2697.934345
"Austria",2019,"Foreign Investment",-1.12
"Austria",2020,"Economic Contribution",4724.454343
"Austria",2020,"Investment in Assets",2798.951565
"Austria",2020,"Loans to Agriculture",3064.51355
"Austria",2020,"Foreign Investment",2.28
"Austria",2022,"Economic Contribution",6165.441819
"Austria",2022,"Investment in Assets",3601.323364
"Austria",2022,"Loans to Agriculture",3358.655636
"Azerbaijan",2001,"Economic Contribution",846.865549
"Azerbaijan",2001,"Investment in Assets",29.324483
"Azerbaijan",2001,"Development Aid",14.626741
"Azerbaijan",2002,"Economic Contribution",870.223393
"Azerbaijan",2002,"Investment in Assets",33.072933
"Azerbaijan",2002,"Development Aid",14.278866
"Azerbaijan",2004,"Economic Contribution",953.805121
"Azerbaijan",2004,"Investment in Assets",43.225721
"Azerbaijan",2004,"Development Aid",17.343146
"Azerbaijan",2005,"Economic Contribution",1203.590781
"Azerbaijan",2005,"Investment in Assets",38.28982
"Azerbaijan",2005,"Loans to Agriculture",103.234432
"Azerbaijan",2005,"Development Aid",21.135827
"Azerbaijan",2006,"Economic Contribution",1487.948335
"Azerbaijan",2006,"Investment in Assets",58.313606
"Azerbaijan",2006,"Loans to Agriculture",152.77941
"Azerbaijan",2006,"Development Aid",12.274296
"Azerbaijan",2007,"Economic Contribution",2215.298051
"Azerbaijan",2007,"Investment in Assets",230.269803
"Azerbaijan",2007,"Loans to Agriculture",229.803618
"Azerbaijan",2007,"Development Aid",15.595524
"Azerbaijan",2008,"Economic Contribution",2733.625218
"Azerbaijan",2008,"Investment in Assets",307.198132
"Azerbaijan",2008,"Loans to Agriculture",318.273654
"Azerbaijan",2008,"Development Aid",18.992071
"Azerbaijan",2010,"Economic Contribution",2921.073943
"Azerbaijan",2010,"Investment in Assets",418.239581
"Azerbaijan",2010,"Loans to Agriculture",549.803775
"Azerbaijan",2010,"Development Aid",9.204785
"Azerbaijan",2011,"Economic Contribution",3347.531422
"Azerbaijan",2011,"Investment in Assets",454.737482
"Azerbaijan",2011,"Loans to Agriculture",590.994395
"Azerbaijan",2011,"Development Aid",5.903162
"Azerbaijan",2013,"Economic Contribution",3979.651415
"Azerbaijan",2013,"Investment in Assets",615.391616
"Azerbaijan",2013,"Loans to Agriculture",934.686651
"Azerbaijan",2013,"Development Aid",23.690144
"Azerbaijan",2014,"Economic Contribution",4002.307651
"Azerbaijan",2014,"Investment in Assets",432.716366
"Azerbaijan",2014,"Loans to Agriculture",1080.26167
"Azerbaijan",2014,"Development Aid",34.935594
"Azerbaijan",2015,"Economic Contribution",3278.85871
"Azerbaijan",2015,"Investment in Assets",331.36052
"Azerbaijan",2015,"Loans to Agriculture",495.9202
"Azerbaijan",2015,"Development Aid",19.705327
"Azerbaijan",2016,"Economic Contribution",2122.425402
"Azerbaijan",2016,"Investment in Assets",195.397496
"Azerbaijan",2016,"Loans to Agriculture",276.552277
"Azerbaijan",2016,"Development Aid",16.332255
"Azerbaijan",2017,"Economic Contribution",2291.542861
"Azerbaijan",2017,"Investment in Assets",345.000926
"Azerbaijan",2017,"Loans to Agriculture",249.368155
"Azerbaijan",2017,"Development Aid",7.765696
"Azerbaijan",2018,"Economic Contribution",2455.74063
"Azerbaijan",2018,"Investment in Assets",432.172234
"Azerbaijan",2018,"Loans to Agriculture",276.467336
"Azerbaijan",2018,"Development Aid",3.736737
"Azerbaijan",2019,"Economic Contribution",2743.647059
"Azerbaijan",2019,"Investment in Assets",422.529412
"Azerbaijan",2019,"Loans to Agriculture",319.645203
"Azerbaijan",2019,"Development Aid",9.158264
"Azerbaijan",2020,"Economic Contribution",2877.058824
"Azerbaijan",2020,"Investment in Assets",292.411765
"Azerbaijan",2020,"Loans to Agriculture",333.088187
"Azerbaijan",2020,"Development Aid",6.556228
"Azerbaijan",2021,"Economic Contribution",3209.882353
"Azerbaijan",2021,"Investment in Assets",316.042882
"Azerbaijan",2021,"Loans to Agriculture",348.056323
"Azerbaijan",2021,"Development Aid",20.595149
"Azerbaijan",2021,"Research and Development",0
"Azerbaijan",2022,"Economic Contribution",3835.041946
"Azerbaijan",2022,"Investment in Assets",377.044031
"Azerbaijan",2022,"Loans to Agriculture",370.050767
"Bahamas",2001,"Economic Contribution",99.7
"Bahamas",2001,"Investment in Assets",12.485656
"Bahamas",2002,"Economic Contribution",134.4
"Bahamas",2002,"Investment in Assets",18.49057
"Bahamas",2003,"Economic Contribution",119.5
"Bahamas",2003,"Investment in Assets",16.621822
"Bahamas",2004,"Economic Contribution",105.2
"Bahamas",2004,"Investment in Assets",14.589447
"Bahamas",2005,"Economic Contribution",104.7
"Bahamas",2005,"Investment in Assets",14.934841
"Bahamas",2006,"Economic Contribution",119
"Bahamas",2006,"Investment in Assets",16.783831
"Bahamas",2007,"Economic Contribution",116.1
"Bahamas",2007,"Investment in Assets",16.427565
"Bahamas",2008,"Economic Contribution",109.8
"Bahamas",2008,"Investment in Assets",15.91947
"Bahamas",2010,"Economic Contribution",110.8
"Bahamas",2010,"Investment in Assets",15.443244
"Bahamas",2012,"Economic Contribution",114.986432
"Bahamas",2012,"Investment in Assets",15.381969
"Bahamas",2013,"Economic Contribution",97.157198
"Bahamas",2013,"Investment in Assets",13.35527
"Bahamas",2015,"Economic Contribution",96.536091
"Bahamas",2015,"Investment in Assets",15.176692
"Bahamas",2016,"Economic Contribution",104.221403
"Bahamas",2016,"Investment in Assets",16.870221
"Bahamas",2018,"Economic Contribution",86.866
"Bahamas",2018,"Investment in Assets",14.059345
"Bahamas",2019,"Economic Contribution",71.239
"Bahamas",2019,"Investment in Assets",11.324435
"Bahamas",2020,"Economic Contribution",80.71
"Bahamas",2020,"Investment in Assets",8.463049
"Bahamas",2021,"Economic Contribution",54.885
"Bahamas",2021,"Investment in Assets",7.239921
"Bahamas",2021,"Research and Development",0
"Bahamas",2022,"Economic Contribution",73.745482
"Bahamas",2022,"Investment in Assets",7.415796
"Bahamas",2022,"Research and Development",0
"Bahrain",2001,"Economic Contribution",56.409641
"Bahrain",2001,"Investment in Assets",4.914825
"Bahrain",2001,"Loans to Agriculture",17.287234
"Bahrain",2002,"Economic Contribution",54.623184
"Bahrain",2002,"Investment in Assets",4.674915
"Bahrain",2002,"Loans to Agriculture",15.691489
"Bahrain",2003,"Economic Contribution",58.175739
"Bahrain",2003,"Investment in Assets",7.225566
"Bahrain",2003,"Loans to Agriculture",16.755319
"Bahrain",2003,"Development Aid",0.049698
"Bahrain",2004,"Economic Contribution",51.340585
"Bahrain",2004,"Investment in Assets",6.560103
"Bahrain",2004,"Loans to Agriculture",22.606383
"Bahrain",2005,"Economic Contribution",51.565481
"Bahrain",2005,"Investment in Assets",5.70386
"Bahrain",2005,"Loans to Agriculture",23.93617
"Bahrain",2007,"Economic Contribution",63.518721
"Bahrain",2007,"Investment in Assets",10.187707
"Bahrain",2007,"Loans to Agriculture",17.021277
"Bahrain",2008,"Economic Contribution",68.088093
"Bahrain",2008,"Investment in Assets",11.193099
"Bahrain",2008,"Loans to Agriculture",23.138298
"Bahrain",2009,"Economic Contribution",77.367902
"Bahrain",2009,"Investment in Assets",10.497579
"Bahrain",2009,"Loans to Agriculture",14.361702
"Bahrain",2010,"Economic Contribution",76.535904
"Bahrain",2010,"Investment in Assets",10.003784
"Bahrain",2010,"Loans to Agriculture",14.095745
"Bahrain",2011,"Economic Contribution",83.703191
"Bahrain",2011,"Investment in Assets",9.666864
"Bahrain",2011,"Loans to Agriculture",23.404255
"Bahrain",2011,"Foreign Investment",-0.132979
"Bahrain",2012,"Economic Contribution",84.789096
"Bahrain",2012,"Investment in Assets",8.702291
"Bahrain",2012,"Loans to Agriculture",30.585106
"Bahrain",2013,"Economic Contribution",89.418928
"Bahrain",2013,"Investment in Assets",11.356693
"Bahrain",2013,"Loans to Agriculture",27.659574
"Bahrain",2014,"Economic Contribution",100.131032
"Bahrain",2014,"Investment in Assets",10.122927
"Bahrain",2014,"Loans to Agriculture",29.255319
"Bahrain",2015,"Economic Contribution",98.193085
"Bahrain",2015,"Investment in Assets",7.836171
"Bahrain",2015,"Loans to Agriculture",17.021277
"Bahrain",2016,"Economic Contribution",107.078457
"Bahrain",2016,"Investment in Assets",10.697307
"Bahrain",2016,"Loans to Agriculture",16.223404
"Bahrain",2017,"Economic Contribution",103.107713
"Bahrain",2017,"Investment in Assets",9.976994
"Bahrain",2017,"Loans to Agriculture",21.542553
"Bahrain",2018,"Economic Contribution",108.892287
"Bahrain",2018,"Investment in Assets",10.141863
"Bahrain",2018,"Loans to Agriculture",6.117021
"Bahrain",2020,"Economic Contribution",108.640527
"Bahrain",2020,"Investment in Assets",9.826063
"Bahrain",2020,"Loans to Agriculture",32.180851
"Bahrain",2021,"Economic Contribution",114.292859
"Bahrain",2021,"Investment in Assets",13.820548
"Bahrain",2021,"Loans to Agriculture",35.106383
"Bahrain",2022,"Economic Contribution",119.151032
"Bahrain",2022,"Investment in Assets",14.241526
"Bahrain",2022,"Loans to Agriculture",44.148936
"Bangladesh",2001,"Economic Contribution",10578.87947
"Bangladesh",2001,"Investment in Assets",572.254534
"Bangladesh",2001,"Development Aid",46.842275
"Bangladesh",2001,"Foreign Investment",1.06
"Bangladesh",2001,"Research and Development",9.5
"Bangladesh",2003,"Economic Contribution",10843.82745
"Bangladesh",2003,"Investment in Assets",623.903221
"Bangladesh",2003,"Loans to Agriculture",1606.190886
"Bangladesh",2003,"Development Aid",43.341007
"Bangladesh",2003,"Foreign Investment",4.07
"Bangladesh",2003,"Research and Development",7.91
"Bangladesh",2004,"Economic Contribution",11292.13547
"Bangladesh",2004,"Investment in Assets",664.222749
"Bangladesh",2004,"Loans to Agriculture",1653.428596
"Bangladesh",2004,"Development Aid",43.737323
"Bangladesh",2004,"Foreign Investment",1.73
"Bangladesh",2004,"Research and Development",11.93
"Bangladesh",2005,"Economic Contribution",11134.24707
"Bangladesh",2005,"Investment in Assets",672.869667
"Bangladesh",2005,"Loans to Agriculture",1658.699623
"Bangladesh",2005,"Development Aid",29.306863
"Bangladesh",2005,"Foreign Investment",2.32
"Bangladesh",2005,"Research and Development",13.21
"Bangladesh",2006,"Economic Contribution",12618.68852
"Bangladesh",2006,"Investment in Assets",795.126262
"Bangladesh",2006,"Loans to Agriculture",1646.52156
"Bangladesh",2006,"Development Aid",20.556418
"Bangladesh",2006,"Foreign Investment",1.26
"Bangladesh",2006,"Research and Development",16.68
"Bangladesh",2007,"Economic Contribution",14412.25204
"Bangladesh",2007,"Investment in Assets",954.831929
"Bangladesh",2007,"Loans to Agriculture",1582.57943
"Bangladesh",2007,"Development Aid",22.109212
"Bangladesh",2007,"Foreign Investment",7.33
"Bangladesh",2007,"Research and Development",20.47
"Bangladesh",2010,"Economic Contribution",20575.42228
"Bangladesh",2010,"Investment in Assets",1489.874982
"Bangladesh",2010,"Loans to Agriculture",2235.485497
"Bangladesh",2010,"Development Aid",70.34801
"Bangladesh",2010,"Foreign Investment",13.63
"Bangladesh",2011,"Economic Contribution",22248.43262
"Bangladesh",2011,"Investment in Assets",1687.301286
"Bangladesh",2011,"Loans to Agriculture",2651.296519
"Bangladesh",2011,"Development Aid",57.283945
"Bangladesh",2011,"Foreign Investment",5.59
"Bangladesh",2012,"Economic Contribution",22657.70179
"Bangladesh",2012,"Investment in Assets",1756.783933
"Bangladesh",2012,"Loans to Agriculture",2551.833741
"Bangladesh",2012,"Development Aid",93.839601
"Bangladesh",2012,"Foreign Investment",60.85
"Bangladesh",2013,"Economic Contribution",26201.48806
"Bangladesh",2013,"Investment in Assets",2149.822158
"Bangladesh",2013,"Loans to Agriculture",2940.980651
"Bangladesh",2013,"Development Aid",114.099702
"Bangladesh",2013,"Foreign Investment",31.04
"Bangladesh",2014,"Economic Contribution",29677.27839
"Bangladesh",2014,"Investment in Assets",2545.957383
"Bangladesh",2014,"Loans to Agriculture",3342.289036
"Bangladesh",2014,"Development Aid",140.675076
"Bangladesh",2014,"Foreign Investment",31.58
"Bangladesh",2015,"Economic Contribution",32559.96911
"Bangladesh",2015,"Investment in Assets",3013.504044
"Bangladesh",2015,"Loans to Agriculture",3778.213117
"Bangladesh",2015,"Development Aid",145.5516
"Bangladesh",2015,"Foreign Investment",24.72
"Bangladesh",2016,"Economic Contribution",35536.1917
"Bangladesh",2016,"Investment in Assets",3388.711798
"Bangladesh",2016,"Loans to Agriculture",4368.522229
"Bangladesh",2016,"Development Aid",165.048801
"Bangladesh",2016,"Foreign Investment",43.15
"Bangladesh",2017,"Economic Contribution",37441.09949
"Bangladesh",2017,"Investment in Assets",3810.945757
"Bangladesh",2017,"Loans to Agriculture",4696.814297
"Bangladesh",2017,"Development Aid",154.861842
"Bangladesh",2017,"Foreign Investment",35.17
"Bangladesh",2018,"Economic Contribution",39462.70376
"Bangladesh",2018,"Investment in Assets",4096.829104
"Bangladesh",2018,"Loans to Agriculture",5273.991149
"Bangladesh",2018,"Development Aid",151.648193
"Bangladesh",2018,"Foreign Investment",18.95
"Bangladesh",2019,"Economic Contribution",41850.60487
"Bangladesh",2019,"Investment in Assets",4581.288555
"Bangladesh",2019,"Loans to Agriculture",5624.396857
"Bangladesh",2019,"Development Aid",197.478462
"Bangladesh",2019,"Foreign Investment",27.78
"Bangladesh",2020,"Economic Contribution",44826.22384
"Bangladesh",2020,"Investment in Assets",4935.6574
"Bangladesh",2020,"Loans to Agriculture",5698.032553
"Bangladesh",2020,"Development Aid",288.676006
"Bangladesh",2020,"Foreign Investment",30.99
"Bangladesh",2022,"Economic Contribution",48561.67564
"Bangladesh",2022,"Investment in Assets",5625.518119
"Bangladesh",2022,"Loans to Agriculture",6909.330703
"Barbados",2001,"Economic Contribution",64.7
"Barbados",2001,"Investment in Assets",3.430502
"Barbados",2001,"Loans to Agriculture",28.47
"Barbados",2001,"Development Aid",0
"Barbados",2004,"Economic Contribution",56.6
"Barbados",2004,"Investment in Assets",3.885332
"Barbados",2004,"Loans to Agriculture",17.383
"Barbados",2004,"Development Aid",1.323625
"Barbados",2006,"Economic Contribution",61.2855
